,position,city,specific_position,company_name,company_size,company_type,salary,education,ability,experience
34,数据分析,上海·金杨新村,销售经理、数据分析、财务管理、房产运营、链家直聘,上海链家地产,10000人以上,民营,1.8万-2.6万,本科, ,经验不限
35,数据分析,上海·长宁·新泾,电话客服质检专员, ,1000-9999人,上市公司,6千-8千·14薪,大专, ,1-3年
36,数据分析,上海·黄浦·南京东路,销售订单管理专员（数据统计分析）,四川锦蓉川吉科技有限公司,100-299人,民营,5千-7千,大专, ,经验不限
37,数据分析,上海·宝山·大场, , ,1000-9999人,上市公司,6千-8千,本科, ,经验不限
38,数据分析,上海·青浦·华新,物流专员（数据分析）(J13123), ,10000人以上,股份制企业,6千-8千·13薪,大专, ,1-3年
39,数据分析,上海·徐汇·徐家汇,数据统计员, ,100-299人,合资,6千-8千,大专, ,经验不限
40,数据分析,上海·黄浦·南京东路, ,上海矢村电子有限公司,20人以下,民营,8千-1.2万·14薪,本科, ,经验不限
41,数据分析,上海·虹口·广中路,销售助理,上海志千里照明科技有限公司,20-99人,民营,6千-1.2万·13薪,大专, ,经验不限
42,数据分析,上海·静安·石门二路,数据分析员, ,100-299人,民营,7千-9千,本科, ,经验不限
43,数据分析,上海·徐汇·徐家汇,商务助理销售助理,上海华汉实业有限公司,20-99人,民营,6千-8千·13薪,本科, ,经验不限
44,数据分析,上海·浦东·张江,上海-金融数据分析主管-9-6双休-五险一金-, ,1000-9999人,民营,1.6万-1.8万·13薪,大专, ,1-3年
45,数据分析,上海·普陀·真如,数字营销实习生_上海,德国慧鱼集团,100-299人,外商独资,150-180/天,大专, ,无经验
46,数据分析,上海·普陀·长寿路, ,山东浪潮数字服务有限公司,500-999人,国企,8千-1万,大专, ,3-5年
47,数据分析,上海·浦东·金桥,销售助理（实习）,上海平欣电子有限公司,100-299人,民营,7千-1万,本科, ,经验不限
48,数据分析,上海·浦东·陆家嘴, ,福建合诚信息科技有限公司,100-299人,民营,1万-1.4万,本科, ,经验不限
49,数据分析,上海·松江·岳阳,营运专员/助理,上海平高企业集团有限公司,100-299人,其它,4千-6千·14薪,大专, ,1-3年
50,数据分析,上海·闵行·虹桥, , ,10000人以上,国企,7千-1万,本科, ,经验不限
51,数据分析,上海·新华路,销售助理,上海怡盟科技有限公司,20-99人,民营,5千-8千,大专, ,经验不限
52,数据分析,上海·虹口·江湾,管培生（数据分析）,上海天籍信息科技有限公司,20-99人,民营,7千-1万,硕士, ,1年以下
53,数据分析,上海·颛桥, ,上海鑫维半导体有限公司,20-99人,民营,6千-8千,中专/中技, ,1-3年
54,数据分析,上海·静安·静安寺,数据分析实习生（上海 静安 500强）,上海中智项目外包咨询服务有限公司,1000-9999人,国企,170-180/天,本科, ,无经验
55,数据分析,上海·长宁·新华路,销售助理/早九晚六/周末双休,上海怡盟科技有限公司,20-99人,民营,5千-8千,大专, ,1-3年
